_id,_country,_state,_st,_source_loc,_source_location,_source_subloc,_source_sublocation,_url,_long,_lat,_last_touch,_count,_check_me,_accuracy,_freq_per_day,_ratio_for_today,_ratio_for_yesterday,_num_new_links_last_scrape,_location_object,_lo_country,_lo_state,_lo_metro,_lo_county,_lo_city,_lo_locality,_lo_zip
1,USA,Alabama,AL,auburn,auburn,,,auburn.craigslist.org,-85.48078,32.60986,5/10/13 2:54,0,Y,1,24,100,25,0,"[{""city"": ""USA-COG-AUA"", ""success"": true, ""metro"": ""USA-COG"", ""country"": ""USA"", ""zipcode"": ""USA-36830"", ""county"": ""USA-AL-LLE"", ""state"": ""USA-AL""}]",USA,USA-AL,USA-COG,USA-AL-LLE,USA-COG-AUA,,USA-36830
2,USA,Alabama,AL,bham,birmingham,,,bham.craigslist.org,-86.80249,33.52066,5/10/13 2:54,0,Y,1,24,100,25,0,"[{""city"": ""USA-AL-BIR"", ""success"": true, ""metro"": ""USA-BIR"", ""country"": ""USA"", ""zipcode"": ""USA-35203"", ""county"": ""USA-AL-JEF"", ""state"": ""USA-AL""}]",USA,USA-AL,USA-BIR,USA-AL-JEF,USA-AL-BIR,,USA-35203
3,USA,Alabama,AL,dothan,dothan,,,dothan.craigslist.org,-85.39049,31.22323,5/10/13 2:54,0,Y,1,24,100,25,0,"[{""city"": ""USA-DOT-DOT"", ""success"": true, ""metro"": ""USA-DOT"", ""country"": ""USA"", ""zipcode"": ""USA-36301"", ""county"": ""USA-AL-HOS"", ""state"": ""USA-AL""}]",USA,USA-AL,USA-DOT,USA-AL-HOS,USA-DOT-DOT,,USA-36301
4,USA,Alabama,AL,shoals,florence / muscle shoals,,,shoals.craigslist.org,-87.66753,34.74481,5/10/13 2:54,0,Y,1,24,100,25,0,"[{""city"": ""USA-FOA-MUS"", ""success"": true, ""metro"": ""USA-FOA"", ""country"": ""USA"", ""zipcode"": ""USA-35661"", ""county"": ""USA-AL-COL"", ""state"": ""USA-AL""}]",USA,USA-AL,USA-FOA,USA-AL-COL,USA-FOA-MUS,,USA-35661
5,USA,Alabama,AL,gadsden,gadsden-anniston,,,gadsden.craigslist.org,-85.4031,32.98077,5/10/13 2:54,0,Y,1,24,100,25,0,"[{""city"": ""USA-ATL-LAF"", ""success"": true, ""metro"": ""USA-ATL"", ""country"": ""USA"", ""zipcode"": ""USA-36862"", ""county"": ""USA-AL-CHM"", ""state"": ""USA-AL""}]",USA,USA-AL,USA-ATL,USA-AL-CHM,USA-ATL-LAF,,USA-36862
6,USA,Alabama,AL,huntsville,huntsville / decatur,,,huntsville.craigslist.org,-86.98334,34.60593,5/10/13 2:54,0,Y,1,24,100,25,0,"[{""city"": ""USA-HUS-DEC"", ""success"": true, ""metro"": ""USA-HUS"", ""country"": ""USA"", ""zipcode"": ""USA-35601"", ""county"": ""USA-AL-MOR"", ""state"": ""USA-AL""}]",USA,USA-AL,USA-HUS,USA-AL-MOR,USA-HUS-DEC,,USA-35601
7,USA,Alabama,AL,mobile,mobile,,,mobile.craigslist.org,-88.04305,30.69436,5/10/13 2:54,0,Y,1,24,100,25,0,"[{""city"": ""USA-MOI-MOB"", ""success"": true, ""metro"": ""USA-MOI"", ""locality"": ""USA-MOI-CEN"", ""country"": ""USA"", ""zipcode"": ""USA-36602"", ""county"": ""USA-AL-MOB"", ""state"": ""USA-AL""}]",USA,USA-AL,USA-MOI,USA-AL-MOB,USA-MOI-MOB,,USA-36602
8,USA,Alabama,AL,montgomery,montgomery,,,montgomery.craigslist.org,-86.29997,32.36681,5/10/13 2:54,0,Y,1,24,100,25,0,"[{""city"": ""USA-MOG-MON"", ""success"": true, ""metro"": ""USA-MOG"", ""country"": ""USA"", ""zipcode"": ""USA-36104"", ""county"": ""USA-AL-MOT"", ""state"": ""USA-AL""}]",USA,USA-AL,USA-MOG,USA-AL-MOT,USA-MOG-MON,,USA-36104
9,USA,Alabama,AL,tuscaloosa,tuscaloosa,,,tuscaloosa.craigslist.org,-87.56917,33.20984,5/10/13 2:54,0,Y,1,24,100,25,0,"[{""city"": ""USA-TUS-TUS"", ""success"": true, ""metro"": ""USA-TUS"", ""country"": ""USA"", ""zipcode"": ""USA-35401"", ""county"": ""USA-AL-TUS"", ""state"": ""USA-AL""}]",USA,USA-AL,USA-TUS,USA-AL-TUS,USA-TUS-TUS,,USA-35401
10,USA,Alaska,AK,anchorage,anchorage / mat-su,,,anchorage.craigslist.org,-149.88742,61.19208,5/10/13 2:54,0,Y,1,24,100,25,0,"[{""city"": ""USA-ANC-ANC"", ""success"": true, ""metro"": ""USA-ANC"", ""locality"": ""USA-ANC-MIT"", ""country"": ""USA"", ""zipcode"": ""USA-99503"", ""county"": ""USA-AK-ANH"", ""state"": ""USA-AK""}]",USA,USA-AK,USA-ANC,USA-AK-ANH,USA-ANC-ANC,,USA-99503
11,USA,Alaska,AK,fairbanks,fairbanks,,,fairbanks.craigslist.org,-147.71638,64.83778,5/10/13 2:54,0,Y,1,24,100,25,0,"[{""city"": ""USA-FAB-FAI"", ""success"": true, ""metro"": ""USA-FAB"", ""country"": ""USA"", ""zipcode"": ""USA-99701"", ""county"": ""USA-AK-FAI"", ""state"": ""USA-AK""}]",USA,USA-AK,USA-FAB,USA-AK-FAI,USA-FAB-FAI,,USA-99701
12,USA,Alaska,AK,kenai,kenai peninsula,,,kenai.craigslist.org,-151.25833,60.55444,5/10/13 2:54,0,Y,1,24,100,25,0,"[{""city"": ""USA-AK-KEN"", ""success"": true, ""country"": ""USA"", ""zipcode"": ""USA-99611"", ""county"": ""USA-AK-KEA"", ""state"": ""USA-AK""}]",USA,USA-AK,,USA-AK-KEA,USA-AK-KEN,,USA-99611
13,USA,Alaska,AK,juneau,southeast alaska,,,juneau.craigslist.org,-154.49306,63.58875,5/10/13 2:54,0,Y,1,24,100,25,0,"[{""county"": ""USA-AK-YUK"", ""country"": ""USA"", ""state"": ""USA-AK"", ""success"": true}]",USA,USA-AK,,USA-AK-YUK,,,
14,USA,Arizona,AZ,flagstaff,flagstaff / sedona,,,flagstaff.craigslist.org,-111.76099,34.86974,5/10/13 2:54,0,Y,1,24,100,25,0,"[{""city"": ""USA-PRE-SED"", ""success"": true, ""metro"": ""USA-PRE"", ""country"": ""USA"", ""zipcode"": ""USA-86336"", ""county"": ""USA-AZ-COO"", ""state"": ""USA-AZ""}]",USA,USA-AZ,USA-PRE,USA-AZ-COO,USA-PRE-SED,,USA-86336
15,USA,Arizona,AZ,mohave,mohave county,,,mohave.craigslist.org,-113.76328,35.21433,5/10/13 2:54,0,Y,1,24,100,25,0,"[{""city"": ""USA-LAH-KIN"", ""success"": true, ""metro"": ""USA-LAH"", ""country"": ""USA"", ""zipcode"": ""USA-86401"", ""county"": ""USA-AZ-MOH"", ""state"": ""USA-AZ""}]",USA,USA-AZ,USA-LAH,USA-AZ-MOH,USA-LAH-KIN,,USA-86401
16,USA,Arizona,AZ,phoenix,phoenix,cph,central/south phx,phoenix.craigslist.org,-112.0924,33.33897,5/10/13 2:54,0,Y,2,24,100,25,0,"[{""city"": ""USA-PHX-PHO"", ""success"": true, ""metro"": ""USA-PHX"", ""locality"": ""USA-PHX-SOM"", ""country"": ""USA"", ""region"": ""USA-PHX-CEN"", ""zipcode"": ""USA-85044"", ""county"": ""USA-AZ-MAR"", ""state"": ""USA-AZ""}]",USA,USA-AZ,USA-PHX,USA-AZ-MAR,USA-PHX-PHO,USA-PHX-CEN,USA-85044
17,USA,Arizona,AZ,phoenix,phoenix,evl,east valley,phoenix.craigslist.org,-112.13704,33.80942,5/10/13 2:54,0,Y,2,24,100,25,0,"[{""city"": ""USA-PHX-PHO"", ""success"": true, ""metro"": ""USA-PHX"", ""locality"": ""USA-PHX-NOG"", ""country"": ""USA"", ""region"": ""USA-PHX-CEN"", ""zipcode"": ""USA-85086"", ""county"": ""USA-AZ-MAR"", ""state"": ""USA-AZ""}]",USA,USA-AZ,USA-PHX,USA-AZ-MAR,USA-PHX-PHO,USA-PHX-CEN,USA-85086
18,USA,Arizona,AZ,phoenix,phoenix,nph,phx north,phoenix.craigslist.org,-112.07404,33.44838,5/10/13 2:54,0,Y,2,24,100,25,0,"[{""city"": ""USA-PHX-PHO"", ""success"": true, ""metro"": ""USA-PHX"", ""locality"": ""USA-PHX-CEC"", ""country"": ""USA"", ""region"": ""USA-PHX-CEN"", ""zipcode"": ""USA-85003"", ""county"": ""USA-AZ-MAR"", ""state"": ""USA-AZ""}]",USA,USA-AZ,USA-PHX,USA-AZ-MAR,USA-PHX-PHO,USA-PHX-CEN,USA-85003
19,USA,Arizona,AZ,phoenix,phoenix,wvl,west valley,phoenix.craigslist.org,-112.13704,33.80942,5/10/13 2:54,0,Y,2,24,100,25,0,"[{""city"": ""USA-PHX-PHO"", ""success"": true, ""metro"": ""USA-PHX"", ""locality"": ""USA-PHX-NOG"", ""country"": ""USA"", ""region"": ""USA-PHX-CEN"", ""zipcode"": ""USA-85086"", ""county"": ""USA-AZ-MAR"", ""state"": ""USA-AZ""}]",USA,USA-AZ,USA-PHX,USA-AZ-MAR,USA-PHX-PHO,USA-PHX-CEN,USA-85086
20,USA,Arizona,AZ,prescott,prescott,,,prescott.craigslist.org,-112.4685,34.54002,5/10/13 2:54,0,Y,1,24,100,25,0,"[{""city"": ""USA-PRE-PRA"", ""success"": true, ""metro"": ""USA-PRE"", ""country"": ""USA"", ""zipcode"": ""USA-86303"", ""county"": ""USA-AZ-YAV"", ""state"": ""USA-AZ""}]",USA,USA-AZ,USA-PRE,USA-AZ-YAV,USA-PRE-PRA,,USA-86303
21,USA,Arizona,AZ,showlow,show low,,,showlow.craigslist.org,-110.02983,34.25421,5/10/13 2:54,0,Y,1,24,100,25,0,"[{""city"": ""USA-AZ-SHW"", ""success"": true, ""country"": ""USA"", ""zipcode"": ""USA-85901"", ""county"": ""USA-AZ-NAV"", ""state"": ""USA-AZ""}]",USA,USA-AZ,,USA-AZ-NAV,USA-AZ-SHW,,USA-85901
22,USA,Arizona,AZ,sierravista,sierra vista,,,sierravista.craigslist.org,-110.27729,31.5455,5/10/13 2:54,0,Y,1,24,100,25,0,"[{""city"": ""USA-SIE-SIE"", ""success"": true, ""metro"": ""USA-SIE"", ""country"": ""USA"", ""zipcode"": ""USA-85635"", ""county"": ""USA-AZ-COH"", ""state"": ""USA-AZ""}]",USA,USA-AZ,USA-SIE,USA-AZ-COH,USA-SIE-SIE,,USA-85635
23,USA,Arizona,AZ,tucson,tucson,,,tucson.craigslist.org,-110.92648,32.22174,5/10/13 2:54,0,Y,1,24,100,25,0,"[{""city"": ""USA-TUC-TUC"", ""success"": true, ""metro"": ""USA-TUC"", ""locality"": ""USA-TUC-ELN"", ""country"": ""USA"", ""zipcode"": ""USA-85716"", ""county"": ""USA-AZ-PIM"", ""state"": ""USA-AZ""}]",USA,USA-AZ,USA-TUC,USA-AZ-PIM,USA-TUC-TUC,,USA-85716
24,USA,Arizona,AZ,yuma,yuma,,,yuma.craigslist.org,-114.6244,32.72532,5/10/13 2:54,0,Y,1,24,100,25,0,"[{""city"": ""USA-YUM-YUM"", ""success"": true, ""metro"": ""USA-YUM"", ""country"": ""USA"", ""zipcode"": ""USA-85364"", ""county"": ""USA-AZ-YUM"", ""state"": ""USA-AZ""}]",USA,USA-AZ,USA-YUM,USA-AZ-YUM,USA-YUM-YUM,,USA-85364
25,USA,Arkansas,AR,fayar,fayetteville,,,fayar.craigslist.org,-94.15743,36.06258,5/10/13 2:54,0,Y,1,24,100,25,0,"[{""city"": ""USA-FAA-FAY"", ""success"": true, ""metro"": ""USA-FAA"", ""country"": ""USA"", ""zipcode"": ""USA-72701"", ""county"": ""USA-AR-WAS"", ""state"": ""USA-AR""}]",USA,USA-AR,USA-FAA,USA-AR-WAS,USA-FAA-FAY,,USA-72701
26,USA,Arkansas,AR,fortsmith,fort smith,,,fortsmith.craigslist.org,-94.39855,35.38592,5/10/13 2:54,0,Y,1,24,100,25,0,"[{""city"": ""USA-FOS-FOR"", ""success"": true, ""metro"": ""USA-FOS"", ""country"": ""USA"", ""zipcode"": ""USA-72904"", ""county"": ""USA-AR-SEB"", ""state"": ""USA-AR""}]",USA,USA-AR,USA-FOS,USA-AR-SEB,USA-FOS-FOR,,USA-72904
27,USA,Arkansas,AR,jonesboro,jonesboro,,,jonesboro.craigslist.org,-90.70428,35.8423,5/10/13 2:54,0,Y,1,24,100,25,0,"[{""city"": ""USA-JON-JON"", ""success"": true, ""metro"": ""USA-JON"", ""country"": ""USA"", ""zipcode"": ""USA-72401"", ""county"": ""USA-AR-CAI"", ""state"": ""USA-AR""}]",USA,USA-AR,USA-JON,USA-AR-CAI,USA-JON-JON,,USA-72401
28,USA,Arkansas,AR,littlerock,little rock,,,littlerock.craigslist.org,-92.28959,34.74648,5/10/13 2:54,0,Y,1,24,100,25,0,"[{""city"": ""USA-LIT-LIR"", ""success"": true, ""metro"": ""USA-LIT"", ""locality"": ""USA-LIT-DOW"", ""country"": ""USA"", ""zipcode"": ""USA-72201"", ""county"": ""USA-AR-PUL"", ""state"": ""USA-AR""}]",USA,USA-AR,USA-LIT,USA-AR-PUL,USA-LIT-LIR,,USA-72201
29,USA,Arkansas,AR,texarkana,texarkana,,,texarkana.craigslist.org,-94.03769,33.44179,5/10/13 2:54,0,Y,1,24,100,25,0,"[{""city"": ""USA-TEX-TEX"", ""success"": true, ""metro"": ""USA-TEX"", ""country"": ""USA"", ""zipcode"": ""USA-71854"", ""county"": ""USA-AR-MIL"", ""state"": ""USA-AR""}]",USA,USA-AR,USA-TEX,USA-AR-MIL,USA-TEX-TEX,,USA-71854
30,USA,California,CA,bakersfield,bakersfield,,,bakersfield.craigslist.org,-119.01871,35.37329,5/10/13 2:54,0,Y,1,24,100,25,0,"[{""city"": ""USA-BAK-BAK"", ""success"": true, ""metro"": ""USA-BAK"", ""locality"": ""USA-BAK-DOW"", ""country"": ""USA"", ""zipcode"": ""USA-93301"", ""county"": ""USA-CA-KER"", ""state"": ""USA-CA""}]",USA,USA-CA,USA-BAK,USA-CA-KER,USA-BAK-BAK,,USA-93301
31,USA,California,CA,chico,chico,,,chico.craigslist.org,-121.83748,39.72849,5/10/13 2:54,0,Y,1,24,100,25,0,"[{""city"": ""USA-CHC-CHI"", ""success"": true, ""metro"": ""USA-CHC"", ""country"": ""USA"", ""zipcode"": ""USA-95928"", ""county"": ""USA-CA-BTT"", ""state"": ""USA-CA""}]",USA,USA-CA,USA-CHC,USA-CA-BTT,USA-CHC-CHI,,USA-95928
32,USA,California,CA,fresno,fresno / madera,,,fresno.craigslist.org,-119.69627,37.25193,5/10/13 2:54,0,Y,1,24,100,25,0,"[{""city"": ""USA-FRS-COR"", ""success"": true, ""metro"": ""USA-FRS"", ""country"": ""USA"", ""zipcode"": ""USA-93614"", ""county"": ""USA-CA-MAE"", ""state"": ""USA-CA""}]",USA,USA-CA,USA-FRS,USA-CA-MAE,USA-FRS-COR,,USA-93614
33,USA,California,CA,goldcountry,gold country,,,goldcountry.craigslist.org,-121.24572,38.62351,5/10/13 2:54,0,Y,1,24,100,25,0,"[{""city"": ""USA-SAC-RAN"", ""success"": true, ""metro"": ""USA-SAC"", ""country"": ""USA"", ""zipcode"": ""USA-95670"", ""county"": ""USA-CA-SAC"", ""state"": ""USA-CA""}]",USA,USA-CA,USA-SAC,USA-CA-SAC,USA-SAC-RAN,,USA-95670
34,USA,California,CA,hanford,hanford-corcoran,,,hanford.craigslist.org,-119.5604,36.09801,5/10/13 2:54,0,Y,1,24,100,25,0,"[{""city"": ""USA-HAF-COR"", ""success"": true, ""metro"": ""USA-HAF"", ""country"": ""USA"", ""zipcode"": ""USA-93212"", ""county"": ""USA-CA-KIN"", ""state"": ""USA-CA""}]",USA,USA-CA,USA-HAF,USA-CA-KIN,USA-HAF-COR,,USA-93212
35,USA,California,CA,humboldt,humboldt county,,,humboldt.craigslist.org,-123.86951,40.74501,5/10/13 2:54,0,Y,1,24,100,25,0,"[{""city"": ""USA-EUR-KOR"", ""success"": true, ""metro"": ""USA-EUR"", ""country"": ""USA"", ""zipcode"": ""USA-95550"", ""county"": ""USA-CA-HUM"", ""state"": ""USA-CA""}]",USA,USA-CA,USA-EUR,USA-CA-HUM,USA-EUR-KOR,,USA-95550
36,USA,California,CA,imperial,imperial county,,,imperial.craigslist.org,-115.47336,33.01137,5/10/13 2:54,0,Y,1,24,100,25,0,"[{""city"": ""USA-ELE-BRA"", ""success"": true, ""metro"": ""USA-ELE"", ""country"": ""USA"", ""zipcode"": ""USA-92227"", ""county"": ""USA-CA-IMP"", ""state"": ""USA-CA""}]",USA,USA-CA,USA-ELE,USA-CA-IMP,USA-ELE-BRA,,USA-92227
37,USA,California,CA,inlandempire,inland empire,,,inlandempire.craigslist.org,-116.41939,34.95921,5/10/13 2:54,0,Y,1,24,100,25,0,"[{""city"": ""USA-LAX-NWE"", ""success"": true, ""metro"": ""USA-LAX"", ""country"": ""USA"", ""zipcode"": ""USA-92365"", ""county"": ""USA-CA-SAR"", ""state"": ""USA-CA""}]",USA,USA-CA,USA-LAX,USA-CA-SAR,USA-LAX-NWE,,USA-92365
38,USA,California,CA,losangeles,los angeles,wst,westside-southbay,losangeles.craigslist.org,-118.24368,34.05223,5/10/13 2:54,0,Y,2,24,100,25,0,"[{""city"": ""USA-LAX-LSN"", ""success"": true, ""metro"": ""USA-LAX"", ""country"": ""USA"", ""region"": ""USA-LAX-CEN"", ""zipcode"": ""USA-90012"", ""county"": ""USA-CA-LOS"", ""state"": ""USA-CA""}]",USA,USA-CA,USA-LAX,USA-CA-LOS,USA-LAX-LSN,USA-LAX-CEN,USA-90012
39,USA,California,CA,losangeles,los angeles,sfv,SF valley,losangeles.craigslist.org,-118.24368,34.05223,5/10/13 2:54,0,Y,2,24,100,25,0,"[{""city"": ""USA-LAX-LSN"", ""success"": true, ""metro"": ""USA-LAX"", ""country"": ""USA"", ""region"": ""USA-LAX-CEN"", ""zipcode"": ""USA-90012"", ""county"": ""USA-CA-LOS"", ""state"": ""USA-CA""}]",USA,USA-CA,USA-LAX,USA-CA-LOS,USA-LAX-LSN,USA-LAX-CEN,USA-90012
40,USA,California,CA,losangeles,los angeles,lac,central LA,losangeles.craigslist.org,-118.32282,34.06867,5/10/13 2:54,0,Y,2,24,100,25,0,"[{""city"": ""USA-LAX-LSN"", ""success"": true, ""metro"": ""USA-LAX"", ""locality"": ""USA-LAX-MIW"", ""country"": ""USA"", ""region"": ""USA-LAX-CEN"", ""county"": ""USA-CA-LOS"", ""state"": ""USA-CA""}]",USA,USA-CA,USA-LAX,USA-CA-LOS,USA-LAX-LSN,USA-LAX-CEN,
41,USA,California,CA,losangeles,los angeles,sgv,san gabriel valley,losangeles.craigslist.org,-118.24368,34.05223,5/10/13 2:54,0,Y,2,24,100,25,0,"[{""city"": ""USA-LAX-LSN"", ""success"": true, ""metro"": ""USA-LAX"", ""country"": ""USA"", ""region"": ""USA-LAX-CEN"", ""zipcode"": ""USA-90012"", ""county"": ""USA-CA-LOS"", ""state"": ""USA-CA""}]",USA,USA-CA,USA-LAX,USA-CA-LOS,USA-LAX-LSN,USA-LAX-CEN,USA-90012
42,USA,California,CA,losangeles,los angeles,lgb,long beach / 562,losangeles.craigslist.org,-118.20695,33.77317,5/10/13 2:54,0,Y,2,24,100,25,0,"[{""city"": ""USA-LAX-LOG"", ""success"": true, ""metro"": ""USA-LAX"", ""locality"": ""USA-LAX-DON"", ""region"": ""USA-LAX-LON"", ""zipcode"": ""USA-90802"", ""county"": ""USA-CA-LOS"", ""state"": ""USA-CA""}]",,USA-CA,USA-LAX,USA-CA-LOS,USA-LAX-LOG,USA-LAX-LON,USA-90802
43,USA,California,CA,losangeles,los angeles,ant,antelope valley,losangeles.craigslist.org,-118.24368,34.05223,5/10/13 2:54,0,Y,2,24,100,25,0,"[{""city"": ""USA-LAX-LSN"", ""success"": true, ""metro"": ""USA-LAX"", ""country"": ""USA"", ""region"": ""USA-LAX-CEN"", ""zipcode"": ""USA-90012"", ""county"": ""USA-CA-LOS"", ""state"": ""USA-CA""}]",USA,USA-CA,USA-LAX,USA-CA-LOS,USA-LAX-LSN,USA-LAX-CEN,USA-90012
44,USA,California,CA,mendocino,mendocino county,,,mendocino.craigslist.org,-123.43835,39.55002,5/10/13 2:54,0,Y,1,24,100,25,0,"[{""city"": ""USA-UKI-WIL"", ""success"": true, ""metro"": ""USA-UKI"", ""country"": ""USA"", ""zipcode"": ""USA-95490"", ""county"": ""USA-CA-MEN"", ""state"": ""USA-CA""}]",USA,USA-CA,USA-UKI,USA-CA-MEN,USA-UKI-WIL,,USA-95490
45,USA,California,CA,merced,merced,,,merced.craigslist.org,-120.48297,37.30216,5/10/13 2:54,0,Y,1,24,100,25,0,"[{""city"": ""USA-MEC-MER"", ""success"": true, ""metro"": ""USA-MEC"", ""country"": ""USA"", ""zipcode"": ""USA-95340"", ""county"": ""USA-CA-MER"", ""state"": ""USA-CA""}]",USA,USA-CA,USA-MEC,USA-CA-MER,USA-MEC-MER,,USA-95340
46,USA,California,CA,modesto,modesto,,,modesto.craigslist.org,-120.99688,37.6391,5/10/13 2:54,0,Y,1,24,100,25,0,"[{""city"": ""USA-MOD-MOD"", ""success"": true, ""metro"": ""USA-MOD"", ""country"": ""USA"", ""zipcode"": ""USA-95354"", ""county"": ""USA-CA-STA"", ""state"": ""USA-CA""}]",USA,USA-CA,USA-MOD,USA-CA-STA,USA-MOD-MOD,,USA-95354
47,USA,California,CA,monterey,monterey bay,,,monterey.craigslist.org,-121.94731,36.87819,5/10/13 2:54,0,Y,1,24,100,25,0,"[{""county"": ""USA-CA-SNR"", ""success"": true}]",,,,USA-CA-SNR,,,
48,USA,California,CA,orangecounty,orange county,,,orangecounty.craigslist.org,-117.83114,33.71747,5/10/13 2:54,0,Y,1,24,100,25,0,"[{""city"": ""USA-LAX-IRV"", ""success"": true, ""metro"": ""USA-LAX"", ""country"": ""USA"", ""county"": ""USA-CA-ORA"", ""state"": ""USA-CA""}]",USA,USA-CA,USA-LAX,USA-CA-ORA,USA-LAX-IRV,,
49,USA,California,CA,palmsprings,palm springs,,,palmsprings.craigslist.org,-116.54529,33.8303,5/10/13 2:54,0,Y,1,24,100,25,0,"[{""city"": ""USA-LAX-PLS"", ""success"": true, ""metro"": ""USA-LAX"", ""country"": ""USA"", ""zipcode"": ""USA-92262"", ""county"": ""USA-CA-RIE"", ""state"": ""USA-CA""}]",USA,USA-CA,USA-LAX,USA-CA-RIE,USA-LAX-PLS,,USA-92262
50,USA,California,CA,redding,redding,,,redding.craigslist.org,-122.39168,40.58654,5/10/13 2:54,0,Y,1,24,100,25,0,"[{""city"": ""USA-RED-RED"", ""success"": true, ""metro"": ""USA-RED"", ""country"": ""USA"", ""zipcode"": ""USA-96001"", ""county"": ""USA-CA-SHA"", ""state"": ""USA-CA""}]",USA,USA-CA,USA-RED,USA-CA-SHA,USA-RED-RED,,USA-96001
51,USA,California,CA,sacramento,sacramento,,,sacramento.craigslist.org,-121.4944,38.58157,5/10/13 2:54,0,Y,1,24,100,25,0,"[{""city"": ""USA-SAC-SAC"", ""success"": true, ""metro"": ""USA-SAC"", ""locality"": ""USA-SAC-DOS"", ""country"": ""USA"", ""zipcode"": ""USA-95814"", ""county"": ""USA-CA-SAC"", ""state"": ""USA-CA""}]",USA,USA-CA,USA-SAC,USA-CA-SAC,USA-SAC-SAC,,USA-95814
52,USA,California,CA,sandiego,san diego,csd,city of san diego,sandiego.craigslist.org,-117.15726,32.71533,5/10/13 2:54,0,Y,2,24,100,25,0,"[{""city"": ""USA-SAN-SAD"", ""success"": true, ""metro"": ""USA-SAN"", ""locality"": ""USA-SAN-COE"", ""country"": ""USA"", ""region"": ""USA-SAN-CIT"", ""zipcode"": ""USA-92101"", ""county"": ""USA-CA-SAD"", ""state"": ""USA-CA""}]",USA,USA-CA,USA-SAN,USA-CA-SAD,USA-SAN-SAD,USA-SAN-CIT,USA-92101
53,USA,California,CA,sandiego,san diego,nsd,north SD county,sandiego.craigslist.org,-117.17346,32.72093,5/10/13 2:54,0,Y,2,24,100,25,0,"[{""city"": ""USA-SAN-SAD"", ""success"": true, ""metro"": ""USA-SAN"", ""locality"": ""USA-SAN-LIT"", ""country"": ""USA"", ""region"": ""USA-SAN-CIT"", ""zipcode"": ""USA-92101"", ""county"": ""USA-CA-SAD"", ""state"": ""USA-CA""}]",USA,USA-CA,USA-SAN,USA-CA-SAD,USA-SAN-SAD,USA-SAN-CIT,USA-92101
54,USA,California,CA,sandiego,san diego,esd,east SD county,sandiego.craigslist.org,-117.08948,32.75338,5/10/13 2:54,0,Y,2,24,100,25,0,"[{""city"": ""USA-SAN-SAD"", ""success"": true, ""metro"": ""USA-SAN"", ""locality"": ""USA-SAN-CIE"", ""country"": ""USA"", ""region"": ""USA-SAN-CIT"", ""zipcode"": ""USA-92115"", ""county"": ""USA-CA-SAD"", ""state"": ""USA-CA""}]",USA,USA-CA,USA-SAN,USA-CA-SAD,USA-SAN-SAD,USA-SAN-CIT,USA-92115
55,USA,California,CA,sandiego,san diego,ssd,south SD county,sandiego.craigslist.org,-117.17346,32.72093,5/10/13 2:54,0,Y,2,24,100,25,0,"[{""city"": ""USA-SAN-SAD"", ""success"": true, ""metro"": ""USA-SAN"", ""locality"": ""USA-SAN-LIT"", ""country"": ""USA"", ""region"": ""USA-SAN-CIT"", ""zipcode"": ""USA-92101"", ""county"": ""USA-CA-SAD"", ""state"": ""USA-CA""}]",USA,USA-CA,USA-SAN,USA-CA-SAD,USA-SAN-SAD,USA-SAN-CIT,USA-92101
56,USA,California,CA,sfbay,san francisco bay area,sfc,san francisco,sfbay.craigslist.org,-122.41942,37.77493,5/10/13 2:54,0,Y,2,24,100,25,0,"[{""city"": ""USA-SFO-SNF"", ""success"": true, ""metro"": ""USA-SFO"", ""locality"": ""USA-SFO-SOO"", ""country"": ""USA"", ""region"": ""USA-SFO-SAF"", ""zipcode"": ""USA-94102"", ""county"": ""USA-CA-SAF"", ""state"": ""USA-CA""}]",USA,USA-CA,USA-SFO,USA-CA-SAF,USA-SFO-SNF,USA-SFO-SAF,USA-94102
57,USA,California,CA,sfbay,san francisco bay area,sby,south bay,sfbay.craigslist.org,-122.39026,37.76907,5/10/13 2:54,0,Y,2,24,100,25,0,"[{""city"": ""USA-SFO-SNF"", ""success"": true, ""metro"": ""USA-SFO"", ""locality"": ""USA-SFO-SOO"", ""country"": ""USA"", ""region"": ""USA-SFO-SAF"", ""zipcode"": ""USA-94107"", ""county"": ""USA-CA-SAF"", ""state"": ""USA-CA""}]",USA,USA-CA,USA-SFO,USA-CA-SAF,USA-SFO-SNF,USA-SFO-SAF,USA-94107
58,USA,California,CA,sfbay,san francisco bay area,eby,east bay,sfbay.craigslist.org,-122.42058,37.74756,5/10/13 2:54,0,Y,2,24,100,25,0,"[{""city"": ""USA-SFO-SNF"", ""success"": true, ""metro"": ""USA-SFO"", ""country"": ""USA"", ""region"": ""USA-SFO-SAF"", ""zipcode"": ""USA-94110"", ""county"": ""USA-CA-SAF"", ""state"": ""USA-CA""}]",USA,USA-CA,USA-SFO,USA-CA-SAF,USA-SFO-SNF,USA-SFO-SAF,USA-94110
59,USA,California,CA,sfbay,san francisco bay area,pen,peninsula,sfbay.craigslist.org,-122.40108,37.58327,5/10/13 2:54,0,Y,2,24,100,25,0,"[{""city"": ""USA-SFO-BUR"", ""success"": true, ""metro"": ""USA-SFO"", ""country"": ""USA"", ""region"": ""USA-SFO-PEN"", ""zipcode"": ""USA-94010"", ""county"": ""USA-CA-SAM"", ""state"": ""USA-CA""}]",USA,USA-CA,USA-SFO,USA-CA-SAM,USA-SFO-BUR,USA-SFO-PEN,USA-94010
